"","no","id","l1","l2","l3","l4","l5","slope","pow"
"564",4,6,49,18,19,52,12,5.2,0.8
"565",5,6,49,18,19,52,12,10.4,1
"566",6,6,49,18,19,52,12,20.8,1
"567",7,6,49,18,19,52,12,41.6,1
"568",1,6,14,25,12,60,46,0.52,0.09
"569",2,6,14,25,12,60,46,1.04,0.09
"570",3,6,14,25,12,60,46,2.08,0.15
"571",4,6,14,25,12,60,46,5.2,0.57
"572",5,6,14,25,12,60,46,10.4,0.88
"573",6,6,14,25,12,60,46,20.8,1
"574",7,6,14,25,12,60,46,41.6,1
"575",1,6,24,28,32,51,62,0.52,0.07
"576",2,6,24,28,32,51,62,1.04,0.1
"577",3,6,24,28,32,51,62,2.08,0.18
"578",4,6,24,28,32,51,62,5.2,0.6
"579",5,6,24,28,32,51,62,10.4,0.93
"580",6,6,24,28,32,51,62,20.8,1
"581",7,6,24,28,32,51,62,41.6,1
"582",1,6,40,42,22,12,64,0.52,0.05
"583",2,6,40,42,22,12,64,1.04,0.05
"584",3,6,40,42,22,12,64,2.08,0.13
"585",4,6,40,42,22,12,64,5.2,0.56
"586",5,6,40,42,22,12,64,10.4,0.77
"587",6,6,40,42,22,12,64,20.8,1
"588",7,6,40,42,22,12,64,41.6,1
"589",1,6,41,63,35,61,17,0.52,0.37
"590",2,6,41,63,35,61,17,1.04,0.46
"591",3,6,41,63,35,61,17,2.08,0.56
"592",4,6,41,63,35,61,17,5.2,0.76
"593",5,6,41,63,35,61,17,10.4,0.98
"594",6,6,41,63,35,61,17,20.8,1
"595",7,6,41,63,35,61,17,41.6,1
"596",1,6,51,24,42,38,25,0.52,0.09
"597",2,6,51,24,42,38,25,1.04,0.17
"598",3,6,51,24,42,38,25,2.08,0.26
"599",4,6,51,24,42,38,25,5.2,0.63
"600",5,6,51,24,42,38,25,10.4,1
"601",6,6,51,24,42,38,25,20.8,1
"602",7,6,51,24,42,38,25,41.6,1
"603",1,6,27,15,14,64,11,0.52,0.07
"604",2,6,27,15,14,64,11,1.04,0.09
"605",3,6,27,15,14,64,11,2.08,0.17
"606",4,6,27,15,14,64,11,5.2,0.5
"607",5,6,27,15,14,64,11,10.4,0.82
"608",6,6,27,15,14,64,11,20.8,1
"609",7,6,27,15,14,64,11,41.6,1
"610",1,6,12,13,48,37,20,0.52,0.05
"611",2,6,12,13,48,37,20,1.04,0.09
"612",3,6,12,13,48,37,20,2.08,0.2
"613",4,6,12,13,48,37,20,5.2,0.57
"614",5,6,12,13,48,37,20,10.4,0.88
"615",6,6,12,13,48,37,20,20.8,1
"616",7,6,12,13,48,37,20,41.6,1
"617",1,6,57,64,11,53,19,0.52,0.08
"618",2,6,57,64,11,53,19,1.04,0.14
"619",3,6,57,64,11,53,19,2.08,0.23
"620",4,6,57,64,11,53,19,5.2,0.6
"621",5,6,57,64,11,53,19,10.4,0.92
"622",6,6,57,64,11,53,19,20.8,1
"623",7,6,57,64,11,53,19,41.6,1
"624",1,6,43,62,60,57,12,0.52,0.1
"625",2,6,43,62,60,57,12,1.04,0.13
"626",3,6,43,62,60,57,12,2.08,0.22
"627",4,6,43,62,60,57,12,5.2,0.47
"628",5,6,43,62,60,57,12,10.4,0.82
"629",6,6,43,62,60,57,12,20.8,1
"630",7,6,43,62,60,57,12,41.6,1
"631",1,7,16,11,25,41,13,0.52,0.04
"632",2,7,16,11,25,41,13,1.04,0.05
"633",3,7,16,11,25,41,13,2.08,0.07
"634",4,7,16,11,25,41,13,5.2,0.18
"635",5,7,16,11,25,41,13,10.4,0.43
"636",6,7,16,11,25,41,13,20.8,0.71
"637",7,7,16,11,25,41,13,41.6,1
"638",1,7,11,28,19,51,46,0.52,0.08
"639",2,7,11,28,19,51,46,1.04,0.1
"640",3,7,11,28,19,51,46,2.08,0.15
"641",4,7,11,28,19,51,46,5.2,0.34
"642",5,7,11,28,19,51,46,10.4,0.7
"643",6,7,11,28,19,51,46,20.8,0.98
"644",7,7,11,28,19,51,46,41.6,1
"645",1,7,34,41,21,58,42,0.52,0.05
"646",2,7,34,41,21,58,42,1.04,0.07
"647",3,7,34,41,21,58,42,2.08,0.16
"648",4,7,34,41,21,58,42,5.2,0.25
"649",5,7,34,41,21,58,42,10.4,0.59
"650",6,7,34,41,21,58,42,20.8,0.87
"651",7,7,34,41,21,58,42,41.6,1
"652",1,7,35,16,44,54,53,0.52,0.03
"653",2,7,35,16,44,54,53,1.04,0.03
"654",3,7,35,16,44,54,53,2.08,0.03
"655",4,7,35,16,44,54,53,5.2,0.11
"656",5,7,35,16,44,54,53,10.4,0.3
"657",6,7,35,16,44,54,53,20.8,0.71
"658",7,7,35,16,44,54,53,41.6,0.96
"659",1,7,25,26,16,15,13,0.52,0.05
"660",2,7,25,26,16,15,13,1.04,0.08
"661",3,7,25,26,16,15,13,2.08,0.15
"662",4,7,25,26,16,15,13,5.2,0.25
"663",5,7,25,26,16,15,13,10.4,0.51
"664",6,7,25,26,16,15,13,20.8,0.72
"665",7,7,25,26,16,15,13,41.6,0.95
"666",1,7,33,55,53,63,58,0.52,0.05
"667",2,7,33,55,53,63,58,1.04,0.05
"668",3,7,33,55,53,63,58,2.08,0.07
"669",4,7,33,55,53,63,58,5.2,0.18
"670",5,7,33,55,53,63,58,10.4,0.33
"671",6,7,33,55,53,63,58,20.8,0.67
"672",7,7,33,55,53,63,58,41.6,0.97
"673",1,7,54,19,31,12,57,0.52,0.04
"674",2,7,54,19,31,12,57,1.04,0.04
"675",3,7,54,19,31,12,57,2.08,0.07
"676",4,7,54,19,31,12,57,5.2,0.15
"677",5,7,54,19,31,12,57,10.4,0.3
"678",6,7,54,19,31,12,57,20.8,0.59
"679",7,7,54,19,31,12,57,41.6,0.98
"680",1,7,34,30,44,50,12,0.52,0.05
"681",2,7,34,30,44,50,12,1.04,0.05
"682",3,7,34,30,44,50,12,2.08,0.1
"683",4,7,34,30,44,50,12,5.2,0.17
"684",5,7,34,30,44,50,12,10.4,0.46
"685",6,7,34,30,44,50,12,20.8,0.77
"686",7,7,34,30,44,50,12,41.6,0.99
"687",1,7,35,15,27,24,26,0.52,0.06
"688",2,7,35,15,27,24,26,1.04,0.07
"689",3,7,35,15,27,24,26,2.08,0.16
"690",4,7,35,15,27,24,26,5.2,0.28
"691",5,7,35,15,27,24,26,10.4,0.45
"692",6,7,35,15,27,24,26,20.8,0.81
"693",7,7,35,15,27,24,26,41.6,1
"694",1,7,15,31,40,11,50,0.52,0.03
"695",2,7,15,31,40,11,50,1.04,0.11
"696",3,7,15,31,40,11,50,2.08,0.19
"697",4,7,15,31,40,11,50,5.2,0.42
"698",5,7,15,31,40,11,50,10.4,0.7
"699",6,7,15,31,40,11,50,20.8,1
"700",7,7,15,31,40,11,50,41.6,1
"701",1,7,23,48,27,33,29,0.52,0.08
"702",2,7,23,48,27,33,29,1.04,0.08
"703",3,7,23,48,27,33,29,2.08,0.17
"704",4,7,23,48,27,33,29,5.2,0.21
"705",5,7,23,48,27,33,29,10.4,0.39
"706",6,7,23,48,27,33,29,20.8,0.64
"707",7,7,23,48,27,33,29,41.6,0.91
"708",1,7,12,24,37,21,17,0.52,0.05
"709",2,7,12,24,37,21,17,1.04,0.05
"710",3,7,12,24,37,21,17,2.08,0.11
"711",4,7,12,24,37,21,17,5.2,0.21
"712",5,7,12,24,37,21,17,10.4,0.51
"713",6,7,12,24,37,21,17,20.8,0.82
"714",7,7,12,24,37,21,17,41.6,0.98
"715",1,7,33,60,49,51,29,0.52,0.06
"716",2,7,33,60,49,51,29,1.04,0.06
"717",3,7,33,60,49,51,29,2.08,0.06
"718",4,7,33,60,49,51,29,5.2,0.16
"719",5,7,33,60,49,51,29,10.4,0.29
"720",6,7,33,60,49,51,29,20.8,0.58
"721",7,7,33,60,49,51,29,41.6,0.93
"722",1,7,43,44,49,61,16,0.52,0.03
"723",2,7,43,44,49,61,16,1.04,0.05
"724",3,7,43,44,49,61,16,2.08,0.06
"725",4,7,43,44,49,61,16,5.2,0.17
"726",5,7,43,44,49,61,16,10.4,0.27
"727",6,7,43,44,49,61,16,20.8,0.63
"728",7,7,43,44,49,61,16,41.6,1
"729",1,7,26,53,54,25,31,0.52,0.07
"730",2,7,26,53,54,25,31,1.04,0.07
"731",3,7,26,53,54,25,31,2.08,0.11
"732",4,7,26,53,54,25,31,5.2,0.22
"733",5,7,26,53,54,25,31,10.4,0.44
"734",6,7,26,53,54,25,31,20.8,0.62
"735",7,7,26,53,54,25,31,41.6,0.96
"736",1,8,51,48,38,54,52,0.52,0.06
"737",2,8,51,48,38,54,52,1.04,0.19
"738",3,8,51,48,38,54,52,2.08,0.89
"739",4,8,51,48,38,54,52,5.2,1
"740",5,8,51,48,38,54,52,10.4,1
"741",6,8,51,48,38,54,52,20.8,1
"742",7,8,51,48,38,54,52,41.6,1
"743",1,8,24,58,62,46,23,0.52,0.17
"744",2,8,24,58,62,46,23,1.04,0.23
"745",3,8,24,58,62,46,23,2.08,0.82
"746",4,8,24,58,62,46,23,5.2,1
"747",5,8,24,58,62,46,23,10.4,1
"748",6,8,24,58,62,46,23,20.8,1
"749",7,8,24,58,62,46,23,41.6,1
"750",1,8,13,11,43,18,32,0.52,0.14
"751",2,8,13,11,43,18,32,1.04,0.25
"752",3,8,13,11,43,18,32,2.08,0.92
"753",4,8,13,11,43,18,32,5.2,1
"754",5,8,13,11,43,18,32,10.4,1
"755",6,8,13,11,43,18,32,20.8,1
"756",7,8,13,11,43,18,32,41.6,1
"757",1,8,63,18,23,54,43,0.52,0.1
"758",2,8,63,18,23,54,43,1.04,0.18
"759",3,8,63,18,23,54,43,2.08,0.69
"760",4,8,63,18,23,54,43,5.2,1
"761",5,8,63,18,23,54,43,10.4,1
"762",6,8,63,18,23,54,43,20.8,1
"763",7,8,63,18,23,54,43,41.6,1
"764",1,8,39,40,22,46,56,0.52,0.11
"765",2,8,39,40,22,46,56,1.04,0.17
"766",3,8,39,40,22,46,56,2.08,0.37
"767",4,8,39,40,22,46,56,5.2,1
"768",5,8,39,40,22,46,56,10.4,1
"769",6,8,39,40,22,46,56,20.8,1
"770",7,8,39,40,22,46,56,41.6,1
"771",1,8,38,15,22,57,48,0.52,0.05
"772",2,8,38,15,22,57,48,1.04,0.09
"773",3,8,38,15,22,57,48,2.08,0.24
"774",4,8,38,15,22,57,48,5.2,1
"775",5,8,38,15,22,57,48,10.4,1
"776",6,8,38,15,22,57,48,20.8,1
"777",7,8,38,15,22,57,48,41.6,1
"778",1,8,30,13,41,17,32,0.52,0.11
"779",2,8,30,13,41,17,32,1.04,0.16
"780",3,8,30,13,41,17,32,2.08,0.73
"781",4,8,30,13,41,17,32,5.2,1
"782",5,8,30,13,41,17,32,10.4,1
"783",6,8,30,13,41,17,32,20.8,1
"784",7,8,30,13,41,17,32,41.6,1
"785",1,8,52,47,42,37,29,0.52,0.1
"786",2,8,52,47,42,37,29,1.04,0.21
"787",3,8,52,47,42,37,29,2.08,0.81
"788",4,8,52,47,42,37,29,5.2,1
"789",5,8,52,47,42,37,29,10.4,1
"790",6,8,52,47,42,37,29,20.8,1
"791",7,8,52,47,42,37,29,41.6,1
"792",1,8,28,48,13,11,35,0.52,0.09
"793",2,8,28,48,13,11,35,1.04,0.19
"794",3,8,28,48,13,11,35,2.08,0.69
"795",4,8,28,48,13,11,35,5.2,1
"796",5,8,28,48,13,11,35,10.4,1
"797",6,8,28,48,13,11,35,20.8,1
"798",7,8,28,48,13,11,35,41.6,1
"799",1,8,48,46,14,21,58,0.52,0.07
"800",2,8,48,46,14,21,58,1.04,0.12
"801",3,8,48,46,14,21,58,2.08,0.25
"802",4,8,48,46,14,21,58,5.2,0.99
"803",5,8,48,46,14,21,58,10.4,1
"804",6,8,48,46,14,21,58,20.8,1
"805",7,8,48,46,14,21,58,41.6,1
"806",1,8,57,22,13,19,14,0.52,0.07
"807",2,8,57,22,13,19,14,1.04,0.1
"808",3,8,57,22,13,19,14,2.08,0.19
"809",4,8,57,22,13,19,14,5.2,0.98
"810",5,8,57,22,13,19,14,10.4,1
"811",6,8,57,22,13,19,14,20.8,1
"812",7,8,57,22,13,19,14,41.6,1
"813",1,8,41,58,17,51,29,0.52,0.05
"814",2,8,41,58,17,51,29,1.04,0.13
"815",3,8,41,58,17,51,29,2.08,0.65
"816",4,8,41,58,17,51,29,5.2,1
"817",5,8,41,58,17,51,29,10.4,1
"818",6,8,41,58,17,51,29,20.8,1
"819",7,8,41,58,17,51,29,41.6,1
"820",1,8,11,56,37,17,28,0.52,0.09
"821",2,8,11,56,37,17,28,1.04,0.19
"822",3,8,11,56,37,17,28,2.08,0.62
"823",4,8,11,56,37,17,28,5.2,1
"824",5,8,11,56,37,17,28,10.4,1
"825",6,8,11,56,37,17,28,20.8,1
"826",7,8,11,56,37,17,28,41.6,1
"827",1,8,12,63,60,24,43,0.52,0.1
"828",2,8,12,63,60,24,43,1.04,0.24
"829",3,8,12,63,60,24,43,2.08,0.44
"830",4,8,12,63,60,24,43,5.2,1
"831",5,8,12,63,60,24,43,10.4,1
"832",6,8,12,63,60,24,43,20.8,1
"833",7,8,12,63,60,24,43,41.6,1
"834",1,8,64,19,29,38,21,0.52,0.14
"835",2,8,64,19,29,38,21,1.04,0.19
"836",3,8,64,19,29,38,21,2.08,0.46
"837",4,8,64,19,29,38,21,5.2,1
"838",5,8,64,19,29,38,21,10.4,1
"839",6,8,64,19,29,38,21,20.8,1
"840",7,8,64,19,29,38,21,41.6,1
"841",1,9,53,60,20,24,54,0.52,0.13
"842",2,9,53,60,20,24,54,1.04,0.13
"843",3,9,53,60,20,24,54,2.08,0.17
"844",4,9,53,60,20,24,54,5.2,0.39
"845",5,9,53,60,20,24,54,10.4,0.78
"846",6,9,53,60,20,24,54,20.8,1
"847",7,9,53,60,20,24,54,41.6,1
"848",1,9,22,41,19,12,44,0.52,0.12
"849",2,9,22,41,19,12,44,1.04,0.13
"850",3,9,22,41,19,12,44,2.08,0.13
"851",4,9,22,41,19,12,44,5.2,0.41
"852",5,9,22,41,19,12,44,10.4,0.78
"853",6,9,22,41,19,12,44,20.8,1
"854",7,9,22,41,19,12,44,41.6,1
"855",1,9,34,64,40,50,47,0.52,0.08
"856",2,9,34,64,40,50,47,1.04,0.08
"857",3,9,34,64,40,50,47,2.08,0.11
"858",4,9,34,64,40,50,47,5.2,0.42
"859",5,9,34,64,40,50,47,10.4,0.81
"860",6,9,34,64,40,50,47,20.8,1
"861",7,9,34,64,40,50,47,41.6,1
"862",1,9,59,31,30,53,51,0.52,0.13
"863",2,9,59,31,30,53,51,1.04,0.14
"864",3,9,59,31,30,53,51,2.08,0.17
"865",4,9,59,31,30,53,51,5.2,0.39
"866",5,9,59,31,30,53,51,10.4,0.78
"867",6,9,59,31,30,53,51,20.8,1
"868",7,9,59,31,30,53,51,41.6,1
"869",1,9,31,40,46,44,62,0.52,0.03
"870",2,9,31,40,46,44,62,1.04,0.04
"871",3,9,31,40,46,44,62,2.08,0.07
"872",4,9,31,40,46,44,62,5.2,0.35
"873",5,9,31,40,46,44,62,10.4,0.65
"874",6,9,31,40,46,44,62,20.8,0.92
"875",7,9,31,40,46,44,62,41.6,1
"876",1,9,62,61,26,16,34,0.52,0.07
"877",2,9,62,61,26,16,34,1.04,0.08
"878",3,9,62,61,26,16,34,2.08,0.12
"879",4,9,62,61,26,16,34,5.2,0.39
"880",5,9,62,61,26,16,34,10.4,0.88
"881",6,9,62,61,26,16,34,20.8,1
"882",7,9,62,61,26,16,34,41.6,1
"883",1,9,27,14,28,29,30,0.52,0.05
"884",2,9,27,14,28,29,30,1.04,0.06
"885",3,9,27,14,28,29,30,2.08,0.1
"886",4,9,27,14,28,29,30,5.2,0.22
"887",5,9,27,14,28,29,30,10.4,0.68
"888",6,9,27,14,28,29,30,20.8,0.98
"889",7,9,27,14,28,29,30,41.6,1
"890",1,9,16,27,47,53,19,0.52,0.12
"891",2,9,16,27,47,53,19,1.04,0.15
"892",3,9,16,27,47,53,19,2.08,0.26
"893",4,9,16,27,47,53,19,5.2,0.59
"894",5,9,16,27,47,53,19,10.4,0.87
"895",6,9,16,27,47,53,19,20.8,1
"896",7,9,16,27,47,53,19,41.6,1
"897",1,9,55,20,14,22,32,0.52,0.09
"898",2,9,55,20,14,22,32,1.04,0.11
"899",3,9,55,20,14,22,32,2.08,0.12
"900",4,9,55,20,14,22,32,5.2,0.31
"901",5,9,55,20,14,22,32,10.4,0.74
"902",6,9,55,20,14,22,32,20.8,0.98
"903",7,9,55,20,14,22,32,41.6,1
"904",1,9,34,55,28,63,29,0.52,0.09
"905",2,9,34,55,28,63,29,1.04,0.09
"906",3,9,34,55,28,63,29,2.08,0.12
"907",4,9,34,55,28,63,29,5.2,0.3
"908",5,9,34,55,28,63,29,10.4,0.68
"909",6,9,34,55,28,63,29,20.8,0.91
"910",7,9,34,55,28,63,29,41.6,1
"911",1,9,59,11,39,16,31,0.52,0.04
"912",2,9,59,11,39,16,31,1.04,0.04
"913",3,9,59,11,39,16,31,2.08,0.12
"914",4,9,59,11,39,16,31,5.2,0.39
"915",5,9,59,11,39,16,31,10.4,0.81
"916",6,9,59,11,39,16,31,20.8,1
"917",7,9,59,11,39,16,31,41.6,1
"918",1,9,44,18,55,51,40,0.52,0.12
"919",2,9,44,18,55,51,40,1.04,0.13
"920",3,9,44,18,55,51,40,2.08,0.14
"921",4,9,44,18,55,51,40,5.2,0.36
"922",5,9,44,18,55,51,40,10.4,0.65
"923",6,9,44,18,55,51,40,20.8,0.93
"924",7,9,44,18,55,51,40,41.6,1
"925",1,9,33,41,39,20,27,0.52,0.11
"926",2,9,33,41,39,20,27,1.04,0.16
"927",3,9,33,41,39,20,27,2.08,0.24
"928",4,9,33,41,39,20,27,5.2,0.52
"929",5,9,33,41,39,20,27,10.4,0.8
"930",6,9,33,41,39,20,27,20.8,0.99
"931",7,9,33,41,39,20,27,41.6,1
"932",1,9,20,23,11,12,48,0.52,0.11
"933",2,9,20,23,11,12,48,1.04,0.11
"934",3,9,20,23,11,12,48,2.08,0.11
"935",4,9,20,23,11,12,48,5.2,0.24
"936",5,9,20,23,11,12,48,10.4,0.51
"937",6,9,20,23,11,12,48,20.8,0.96
"938",7,9,20,23,11,12,48,41.6,1
"939",1,9,57,38,31,49,34,0.52,0.07
"940",2,9,57,38,31,49,34,1.04,0.09
"941",3,9,57,38,31,49,34,2.08,0.29
"942",4,9,57,38,31,49,34,5.2,0.67
"943",5,9,57,38,31,49,34,10.4,0.93
"944",6,9,57,38,31,49,34,20.8,1
"945",7,9,57,38,31,49,34,41.6,1
"946",1,10,30,55,54,24,53,0.52,0.04
"947",2,10,30,55,54,24,53,1.04,0.05
"948",3,10,30,55,54,24,53,2.08,0.14
"949",4,10,30,55,54,24,53,5.2,0.75
"950",5,10,30,55,54,24,53,10.4,1
"951",6,10,30,55,54,24,53,20.8,1
"952",7,10,30,55,54,24,53,41.6,1
"953",1,10,44,18,28,31,53,0.52,0.07
"954",2,10,44,18,28,31,53,1.04,0.11
"955",3,10,44,18,28,31,53,2.08,0.26
"956",4,10,44,18,28,31,53,5.2,0.91
"957",5,10,44,18,28,31,53,10.4,1
"958",6,10,44,18,28,31,53,20.8,1
"959",7,10,44,18,28,31,53,41.6,1
"960",1,10,30,23,43,61,47,0.52,0.08
"961",2,10,30,23,43,61,47,1.04,0.1
"962",3,10,30,23,43,61,47,2.08,0.33
"963",4,10,30,23,43,61,47,5.2,0.99
"964",5,10,30,23,43,61,47,10.4,1
"965",6,10,30,23,43,61,47,20.8,1
"966",7,10,30,23,43,61,47,41.6,1
"967",1,10,43,23,60,39,27,0.52,0.05
"968",2,10,43,23,60,39,27,1.04,0.11
"969",3,10,43,23,60,39,27,2.08,0.26
"970",4,10,43,23,60,39,27,5.2,0.81
"971",5,10,43,23,60,39,27,10.4,1
"972",6,10,43,23,60,39,27,20.8,1
"973",7,10,43,23,60,39,27,41.6,1
"974",1,10,47,33,14,17,37,0.52,0.07
"975",2,10,47,33,14,17,37,1.04,0.1
"976",3,10,47,33,14,17,37,2.08,0.19
"977",4,10,47,33,14,17,37,5.2,0.72
"978",5,10,47,33,14,17,37,10.4,1
"979",6,10,47,33,14,17,37,20.8,1
"980",7,10,47,33,14,17,37,41.6,1
"981",1,10,16,21,23,59,54,0.52,0.05
"982",2,10,16,21,23,59,54,1.04,0.08
"983",3,10,16,21,23,59,54,2.08,0.3
"984",4,10,16,21,23,59,54,5.2,1
"985",5,10,16,21,23,59,54,10.4,1
"986",6,10,16,21,23,59,54,20.8,1
"987",7,10,16,21,23,59,54,41.6,1
"988",1,10,33,60,12,54,48,0.52,0.08
"989",2,10,33,60,12,54,48,1.04,0.15
"990",3,10,33,60,12,54,48,2.08,0.28
"991",4,10,33,60,12,54,48,5.2,0.76
"992",5,10,33,60,12,54,48,10.4,1
"993",6,10,33,60,12,54,48,20.8,1
"994",7,10,33,60,12,54,48,41.6,1
"995",1,10,27,60,14,40,22,0.52,0.1
"996",2,10,27,60,14,40,22,1.04,0.13
"997",3,10,27,60,14,40,22,2.08,0.29
"998",4,10,27,60,14,40,22,5.2,0.88
"999",5,10,27,60,14,40,22,10.4,1
"1000",6,10,27,60,14,40,22,20.8,1
"1001",7,10,27,60,14,40,22,41.6,1
"1002",1,10,52,42,37,47,30,0.52,0.05
"1003",2,10,52,42,37,47,30,1.04,0.1
"1004",3,10,52,42,37,47,30,2.08,0.34
"1005",4,10,52,42,37,47,30,5.2,0.93
"1006",5,10,52,42,37,47,30,10.4,1
"1007",6,10,52,42,37,47,30,20.8,1
"1008",7,10,52,42,37,47,30,41.6,1
"1009",1,10,11,42,14,15,29,0.52,0.02
"1010",2,10,11,42,14,15,29,1.04,0.08
"1011",3,10,11,42,14,15,29,2.08,0.27
"1012",4,10,11,42,14,15,29,5.2,0.94
"1013",5,10,11,42,14,15,29,10.4,1
"1014",6,10,11,42,14,15,29,20.8,1
"1015",7,10,11,42,14,15,29,41.6,1
"1016",1,10,63,53,64,40,60,0.52,0.09
"1017",2,10,63,53,64,40,60,1.04,0.1
"1018",3,10,63,53,64,40,60,2.08,0.27
"1019",4,10,63,53,64,40,60,5.2,0.92
"1020",5,10,63,53,64,40,60,10.4,1
"1021",6,10,63,53,64,40,60,20.8,1
"1022",7,10,63,53,64,40,60,41.6,1
"1023",1,10,37,32,28,56,42,0.52,0.48
"1024",2,10,37,32,28,56,42,1.04,0.53
"1025",3,10,37,32,28,56,42,2.08,0.87
"1026",4,10,37,32,28,56,42,5.2,1
"1027",5,10,37,32,28,56,42,10.4,1
"1028",6,10,37,32,28,56,42,20.8,1
"1029",7,10,37,32,28,56,42,41.6,1
"1030",1,10,63,29,34,14,53,0.52,0.09
"1031",2,10,63,29,34,14,53,1.04,0.11
"1032",3,10,63,29,34,14,53,2.08,0.29
"1033",4,10,63,29,34,14,53,5.2,0.86
"1034",5,10,63,29,34,14,53,10.4,1
"1035",6,10,63,29,34,14,53,20.8,1
"1036",7,10,63,29,34,14,53,41.6,1
"1037",1,10,35,17,33,63,16,0.52,0.08
"1038",2,10,35,17,33,63,16,1.04,0.12
"1039",3,10,35,17,33,63,16,2.08,0.2
"1040",4,10,35,17,33,63,16,5.2,0.52
"1041",5,10,35,17,33,63,16,10.4,0.99
"1042",6,10,35,17,33,63,16,20.8,1
"1043",7,10,35,17,33,63,16,41.6,1
"1044",1,10,16,18,52,60,43,0.52,0.09
"1045",2,10,16,18,52,60,43,1.04,0.16
"1046",3,10,16,18,52,60,43,2.08,0.28
"1047",4,10,16,18,52,60,43,5.2,0.9
"1048",5,10,16,18,52,60,43,10.4,1
"1049",6,10,16,18,52,60,43,20.8,1
"1050",7,10,16,18,52,60,43,41.6,1
"1051",1,11,62,21,12,20,55,0.52,0.08
"1052",2,11,62,21,12,20,55,1.04,0.11
"1053",3,11,62,21,12,20,55,2.08,0.18
"1054",4,11,62,21,12,20,55,5.2,0.41
"1055",5,11,62,21,12,20,55,10.4,0.82
"1056",6,11,62,21,12,20,55,20.8,1
"1057",7,11,62,21,12,20,55,41.6,1
"1058",1,11,12,15,19,57,25,0.52,0.06
"1059",2,11,12,15,19,57,25,1.04,0.07
"1060",3,11,12,15,19,57,25,2.08,0.16
"1061",4,11,12,15,19,57,25,5.2,0.43
"1062",5,11,12,15,19,57,25,10.4,0.81
"1063",6,11,12,15,19,57,25,20.8,1
"1064",7,11,12,15,19,57,25,41.6,1
"1065",1,11,24,13,60,16,53,0.52,0.05
"1066",2,11,24,13,60,16,53,1.04,0.06
"1067",3,11,24,13,60,16,53,2.08,0.12
"1068",4,11,24,13,60,16,53,5.2,0.56
"1069",5,11,24,13,60,16,53,10.4,0.83
"1070",6,11,24,13,60,16,53,20.8,1
"1071",7,11,24,13,60,16,53,41.6,1
"1072",1,11,13,44,35,31,26,0.52,0.07
"1073",2,11,13,44,35,31,26,1.04,0.12
"1074",3,11,13,44,35,31,26,2.08,0.22
"1075",4,11,13,44,35,31,26,5.2,0.78
"1076",5,11,13,44,35,31,26,10.4,1
"1077",6,11,13,44,35,31,26,20.8,1
"1078",7,11,13,44,35,31,26,41.6,1
"1079",1,11,39,51,19,14,62,0.52,0.09
"1080",2,11,39,51,19,14,62,1.04,0.12
"1081",3,11,39,51,19,14,62,2.08,0.18
"1082",4,11,39,51,19,14,62,5.2,0.64
"1083",5,11,39,51,19,14,62,10.4,0.94
"1084",6,11,39,51,19,14,62,20.8,1
"1085",7,11,39,51,19,14,62,41.6,1
"1086",1,11,62,41,40,22,48,0.52,0.31
"1087",2,11,62,41,40,22,48,1.04,0.37
"1088",3,11,62,41,40,22,48,2.08,0.54
"1089",4,11,62,41,40,22,48,5.2,0.83
"1090",5,11,62,41,40,22,48,10.4,1
"1091",6,11,62,41,40,22,48,20.8,1
"1092",7,11,62,41,40,22,48,41.6,1
"1093",1,11,59,41,64,25,46,0.52,0.28
"1094",2,11,59,41,64,25,46,1.04,0.34
"1095",3,11,59,41,64,25,46,2.08,0.59
"1096",4,11,59,41,64,25,46,5.2,0.95
"1097",5,11,59,41,64,25,46,10.4,1
"1098",6,11,59,41,64,25,46,20.8,1
"1099",7,11,59,41,64,25,46,41.6,1
"1100",1,11,21,62,37,53,58,0.52,0.06
"1101",2,11,21,62,37,53,58,1.04,0.08
"1102",3,11,21,62,37,53,58,2.08,0.13
"1103",4,11,21,62,37,53,58,5.2,0.63
"1104",5,11,21,62,37,53,58,10.4,0.86
"1105",6,11,21,62,37,53,58,20.8,1
"1106",7,11,21,62,37,53,58,41.6,1
"1107",1,11,13,15,19,60,59,0.52,0.05
"1108",2,11,13,15,19,60,59,1.04,0.05
"1109",3,11,13,15,19,60,59,2.08,0.11
"1110",4,11,13,15,19,60,59,5.2,0.51
"1111",5,11,13,15,19,60,59,10.4,0.84
"1112",6,11,13,15,19,60,59,20.8,1
"1113",7,11,13,15,19,60,59,41.6,1
"1114",1,11,42,50,31,46,59,0.52,0.03
"1115",2,11,42,50,31,46,59,1.04,0.03
"1116",3,11,42,50,31,46,59,2.08,0.15
"1117",4,11,42,50,31,46,59,5.2,0.65
"1118",5,11,42,50,31,46,59,10.4,0.98
"1119",6,11,42,50,31,46,59,20.8,1
"1120",7,11,42,50,31,46,59,41.6,1
"1121",1,11,64,43,48,44,53,0.52,0.09
"1122",2,11,64,43,48,44,53,1.04,0.12
"1123",3,11,64,43,48,44,53,2.08,0.25
"1124",4,11,64,43,48,44,53,5.2,0.75
"1125",5,11,64,43,48,44,53,10.4,1
"1126",6,11,64,43,48,44,53,20.8,1
"1127",7,11,64,43,48,44,53,41.6,1
"1128",1,11,22,23,42,41,64,0.52,0.34
"1129",2,11,22,23,42,41,64,1.04,0.5
"1130",3,11,22,23,42,41,64,2.08,0.72
"1131",4,11,22,23,42,41,64,5.2,1
